date,BAB,Value,SCMOM,ESG
01.02.2007,0.01158537,0.00502167,-0.013237,-0.011084133
01.03.2007,0.00084591,-0.00590517,0.009177,-0.00693435
01.04.2007,0.00872479,-0.00689958,0.023327,0.00798695
01.05.2007,-0.01026055,0.00049067,0.030624,-0.000297267
01.06.2007,0.00797986,-0.01185263,-0.018795,0.007081158
01.07.2007,-0.00720088,-0.04455489,-0.0602,0.007311433
01.08.2007,-0.02917443,-0.01750807,0.018057,0.009229958
01.09.2007,0.01408471,-0.02818518,0.030332,-0.01503905
01.10.2007,0.00213783,-0.05160739,0.040962,-0.012461675
01.11.2007,-0.04049489,-0.0174599,-0.083144,0.012921083
01.12.2007,-0.02484748,-0.02240164,0.008626,-0.010026575
01.01.2008,-0.02086114,0.07964973,-0.10408,-0.040704508
01.02.2008,0.02263313,-0.04300929,-0.021908,-0.044710417
01.03.2008,-0.06726799,-0.00972194,-0.003745,0.011494667
01.04.2008,-0.02119396,-0.00848971,0.037373,-0.036283325
01.05.2008,0.00901789,-0.05255138,0.050514,-0.032143058
01.06.2008,0.00467989,-0.09075323,-0.05624,-0.017035008
01.07.2008,-0.06766527,0.04544777,0.041864,0.044913075
01.08.2008,-0.01296474,0.03719486,0.018413,0.018899767
01.09.2008,-0.09107469,0.01806191,-0.069995,0.054366575
01.10.2008,-0.05056246,-0.06013071,-0.191273,0.032332325
01.11.2008,-0.0352536,-0.07635188,-0.115157,0.046712975
01.12.2008,-0.07611555,0.05366509,0.044028,0.006701133
01.01.2009,0.11899921,-0.05367665,-0.1266,-0.043113842
01.02.2009,-0.00327614,-0.09144596,-0.123221,0.012471183
01.03.2009,-0.02654133,0.0764935,0.077992,-0.016448783
01.04.2009,-0.07869868,0.26864424,0.086756,-0.061896417
01.05.2009,0.06527905,0.06103592,0.012823,-0.011636067
01.06.2009,0.09099495,-0.02086732,0.035831,-0.006365358
01.07.2009,-0.03620314,0.06009184,0.087685,-0.02326185
01.08.2009,-0.02275061,0.07927193,0.001266,-0.027359433
01.09.2009,-0.00383962,0.01833417,0.04197492,0.015599758
01.10.2009,0.00814864,-0.01653547,-0.08358197,0.055239225
01.11.2009,-0.01203155,-0.00655066,0.02579214,-0.003914275
01.12.2009,0.0094006,0.00072749,0.0862759,-0.000309575
01.01.2010,0.01005168,0.03277127,-0.04104393,-0.013690992
01.02.2010,0.00739145,0.00824318,0.05214778,-0.012559317
01.03.2010,0.01544073,0.02060977,0.0899283,-0.011033492
01.04.2010,0.0148572,0.0272857,0.083211,-0.016123358
01.05.2010,-0.005654,-0.01713433,-0.08512514,0.016467883
01.06.2010,0.02310167,-0.0257305,-0.09275483,0.005633958
01.07.2010,-0.02306529,0.01940324,0.08072045,0.004684233
01.08.2010,0.01617879,-0.01502473,-0.09009677,0.009058508
01.09.2010,-0.01188469,-0.01390299,0.14790555,-0.012325325
01.10.2010,0.02061709,-0.01861508,0.04836577,0.009957625
01.11.2010,-0.00513044,-0.01136343,0.03883758,-0.025508467
01.12.2010,-0.00131194,0.03786777,0.07130809,-0.024195
01.01.2011,0.03020219,0.01082821,0.00115614,-0.007239183
01.02.2011,0.00698054,0.00187561,0.05913055,-0.008206983
01.03.2011,0.00427282,-0.01588465,0.03886462,0.004616883
01.04.2011,0.00548609,-0.01665498,0.02331089,0.034589675
01.05.2011,0.01417711,-0.01020419,-0.01987841,0.00313395
01.06.2011,0.00410826,-0.01013903,-0.01282572,0.016532033
01.07.2011,-0.0041121,-0.01785195,-0.02644499,-0.030286525
01.08.2011,0.00757581,-0.02114891,-0.10596705,0.02515215
01.09.2011,0.02035946,-0.01990702,-0.13347809,0.048643417
01.10.2011,-0.05990873,0.02193955,0.17734031,-0.037368917
01.11.2011,0.0061679,-0.01262754,0.00163359,-0.0108995
01.12.2011,0.01250209,0.01467855,0.0020465,0.003322617
01.01.2012,0.0068472,0.00987643,0.05981408,-0.020838567
01.02.2012,0.02563271,0.00668361,0.03287803,-0.025619783
01.03.2012,0.03942259,-0.00345668,0.03210311,-0.014002842
01.04.2012,0.02896945,-0.01557775,-0.00905225,0.01694925
01.05.2012,0.02349425,-0.01383787,-0.05453707,0.015671075
01.06.2012,0.01070465,0.00430798,0.04542632,-0.000517092
01.07.2012,0.01057256,-0.00647104,0.0049074,0.005487975
01.08.2012,-0.00872378,0.01165504,0.03017317,-0.000689033
01.09.2012,0.00774487,0.0124977,0.03021154,-0.020673158
01.10.2012,0.02009802,0.03243459,-0.01396329,-0.035789725
01.11.2012,-0.0135809,-0.00946143,0.01042241,-0.00366355
01.12.2012,-0.01059351,0.02799412,0.03349349,-0.01279745
01.01.2013,0.04393574,0.0117062,0.06673492,-0.025863875
01.02.2013,0.0186972,-0.00105809,0.00953128,0.006675658
01.03.2013,0.02333859,-0.00278246,0.05910526,-0.010603467
01.04.2013,0.01677056,-0.00128961,0.00037261,-0.002319942
01.05.2013,-0.01500337,0.01280262,0.0335,0.010653667
01.06.2013,0.0209087,0.00050928,0.00326539,-0.009961475
01.07.2013,0.01803799,0.0065556,0.08121656,-0.016062967
01.08.2013,-0.00375546,-0.00897873,-0.0329318,0.017547525
01.09.2013,0.00764109,-0.01415468,0.0708,-0.008110292
01.10.2013,0.02878369,0.00736188,0.02282759,0.011617708
01.11.2013,0.01943424,-0.00532979,0.04713134,-0.006720333
01.12.2013,0.00268073,-0.00519198,0.02419563,0.008683142
01.01.2014,0.02046074,-0.00894849,-0.02383675,-0.006907508
01.02.2014,-0.00178525,-0.00939712,0.0520744,0.002051642
01.03.2014,0.01584023,0.03437685,-0.01668163,0.00047995
01.04.2014,0.00208636,0.02478824,-0.0535136,0.020564433
01.05.2014,0.01067658,-0.0045037,-0.00225786,0.00747155
01.06.2014,-0.00382134,-0.0026577,0.07445029,-0.006655442
01.07.2014,0.01011514,0.00216894,-0.06027004,0.022570458
01.08.2014,0.01729306,-0.00993197,0.05420866,0.001202083
01.09.2014,0.02467292,-0.0251076,-0.05984223,0.008333083
01.10.2014,0.02088105,-0.02422509,0.05964404,0.006880533
01.11.2014,0.0236499,-0.0302605,-0.00141977,0.013657583
01.12.2014,0.00283041,-0.00041759,0.0251,-0.014995058
01.01.2015,0.02627117,-0.0390934,-0.01456292,0.000254508
01.02.2015,-0.0206976,-0.00188854,0.04694946,-0.002807433
01.03.2015,0.0140617,-0.02260737,0.01777083,-0.020563258
01.04.2015,-0.02162725,0.04414647,-0.0435,0.020542875
01.05.2015,0.0267249,-0.03441255,0.02772616,-0.002559833
01.06.2015,0.01969597,-0.02418957,0.0091,-0.019411225
01.07.2015,0.0549771,-0.05731142,0.007,-0.028371625
01.08.2015,-0.01535228,0.01982374,-0.06761522,-0.000829442
01.09.2015,0.05639493,-0.02518719,-0.03964752,0.018774442
01.10.2015,-0.01034434,0.0052598,0.04993596,0.005633967
01.11.2015,0.01339931,-0.02653138,0.04612826,0.002610683
01.12.2015,0.02573892,-0.03509498,-0.05353978,-0.005074117
01.01.2016,0.00721399,-0.00641154,-0.10049548,0.011446708
01.02.2016,-0.00607642,0.02204305,-0.01,0.025078225
01.03.2016,-0.02433819,0.07133205,0.0709,0.025660067
01.04.2016,-0.02611953,0.08539899,0.01809697,-0.029043617
01.05.2016,0.02227558,-0.03694166,0.02242685,-0.011118417
01.06.2016,0.02893926,-0.00648649,0.00624125,0.006606217
01.07.2016,0.02327708,-0.01864367,0.05970671,0.004643992
01.08.2016,-0.01841611,0.0137674,0.01100788,0.004284425
01.09.2016,-0.00165754,-0.00294729,0.00849907,-0.000452958
01.10.2016,0.01099781,0.02649162,-0.05218331,0.017342583
01.11.2016,-0.01624249,0.05221401,0.1127,-0.020091608
01.12.2016,0.03764883,0.02794676,0.0146,0.007845542
01.01.2017,0.0007051,-0.00540875,0.00949195,0.004976308
01.02.2017,0.01865687,-0.01740444,0.00617158,0.011828475
01.03.2017,0.01330376,-0.0260928,-0.00169193,0.013374767
01.04.2017,0.02046785,-0.02590517,0.01040179,0.001014125
01.05.2017,0.02294136,-0.0478358,-0.02886089,0.0323629
01.06.2017,-0.00026413,0.01714354,0.04556596,-0.01494705
01.07.2017,0.00188443,-0.00223504,0.0157,0.00910675
01.08.2017,-0.00083219,-0.02660679,-0.0084,0.025496958
01.09.2017,-0.0019125,0.02216297,0.0753,-0.0224395
01.10.2017,0.00262943,-0.02376507,0.01439379,0.0304212
01.11.2017,0.01997586,-0.00161923,0.02848246,-0.016665908
01.12.2017,0.00476583,0.01681335,-0.00106327,-0.016049375
01.01.2018,-0.00038106,-0.02701549,0.03673163,0.00420215
01.02.2018,-0.01948469,-0.03182355,-0.02992428,0.036912808
01.03.2018,0.02460877,0.00908398,0.00868631,-0.007408533
01.04.2018,0.00087942,0.0215337,0.00751108,-0.01038615
01.05.2018,0.00618655,-0.03281479,0.08579375,0.011174375
01.06.2018,0.02423174,0.00174775,0.01212665,-0.012036575
01.07.2018,-0.00368532,0.00242622,0.01345483,0.02815055
01.08.2018,-0.01225661,-0.04762723,0.05191603,0.022157183
01.09.2018,-0.00617812,-0.00127954,-0.0379388,0.006599042
01.10.2018,0.02115598,0.03357955,-0.12030198,0.004624725
01.11.2018,-0.00100485,-0.01381495,0.00606819,-0.016970983
01.12.2018,-0.0003952,-0.02521308,-0.12094379,0.013719492
01.01.2019,-0.00641835,0.03008375,0.09168263,-0.0229757
01.02.2019,0.0001344,-0.02765779,0.06070606,0.015865667
01.03.2019,0.00282656,-0.02581517,-0.0210941,0.031336725